ID,Title,Genres,Synopsis,Rating,Image
879,Simoun,"Drama, Fantasy, Girls Love, Sci-Fi","The verdant, peaceful country of Simulacrum resides on the planet of Daikuuriku. The country owes its existence to flying machines called Simoun and their holy Sibylla pilots. Powered by ancient artifacts, these ships can utilize Ri Maajon, frighteningly powerful abilities that can tear the very sky apart.  Aaeru is a wilful girl who joins the ranks of the Sibylla priestesses at Chor Tempest in hopes of being able to pilot a Simoun one day. But soon after she enlists, Simulacrum is plunged into a war, as hostile nations desperately try to claim the technology for themselves. Hoping to save their respective lands from doom, these nations at peril believe the Simoun are the key to preventing disaster.  Now struggling against their enemies and dealing with personal losses, the girls of Chor Tempest have no choice but to adapt to their situation if they are to have any chance at unraveling the mysteries that lie at the heart of their country: the Simoun and the Ri Maajon.  [Written by MAL Rewrite]","7,41",https://cdn.myanimelist.net/images/anime/9/29109.jpg
880,Aa! Megami-sama! Sorezore no Tsubasa,"Comedy, Romance, Supernatural","One year after goddess Belldandy emerged from Keiichi Morisato's mirror and promised to stay with him forever, a new threat to their happiness emerges, one that could end the contract between Belldandy and Keiichi.","7,54",https://cdn.myanimelist.net/images/anime/4/78931.jpg
881,Green Green OVA,"Comedy, Romance, Ecchi","Hanaoka high school is an all girls' school, and the girls were pretty excited when they heard that boys were admitted into their high school. Smart and elegant boys, that's in their fantasy. However, in reality, the boys who were actually admitted are from the countryside and not smart at all, leave alone being elegant. And in fact, two of them are dirty perverts...","5,94",https://cdn.myanimelist.net/images/anime/12/20157.jpg
882,Yuu☆Yuu☆Hakusho (Movie),"Action, Fantasy","Yusuke Urameshi is not exactly what you'd call an angel. In fact, some might call him down right devilish. But when he dies in an accident trying to save a child, he finds himself in the Spirit World. Unfortunately for Yusuke, his name is not listed in the Book of Enma, which means it was one big mistake! So he should return from the Spirit World, but must pass a few tests first, and become a detective of the spiritual world.  So now Yusuke works in the Spirit World as a half-dead, half-alive agent for Koenma, son of the ruler of the Spirit World. This position does have its disadvantages, especially when you're trying to enjoy your summer vacation and Koenma gets kidnapped! So now Yusuke must interrupt his summer fun to find Koenma and trade the Golden Seal of King Enma for his life. But if someone other then King Enma has the Golden Seal there will be chaos in the Spirit World! What's a half-dead spirit detective to do?  With the aide of his closest allies, Yusuke sets off for Magma Valley, to save the life of the one who saved his, and find out who's at the bottom of this evil conspiracy.  (Source: AnimeNfo)","6,8",https://cdn.myanimelist.net/images/anime/1807/125752.jpg
883,Yuu☆Yuu☆Hakusho: Meikai Shitou-hen - Honoo no Kizuna,"Action, Fantasy","Millennia ago, a war was fought between the Netherworld and the Spirit World. Ultimately, the Netherworld was destroyed and Lord Yakumo, the King of the Netherworld, was banished to the depths of space. Now, five defenders from the Spirit World must team-up against Yakumo's Demon-Gods for possession of five, mystical sites. But Lord Yakumo is dangerously close to reclaiming the Power Sphere—the source of the Netherworld's energy—and once it is again in his possession, our world will become the new Netherworld.  (Source: AniDB)","7,16",https://cdn.myanimelist.net/images/anime/11/14592.jpg
884,Shin Angyo Onshi,"Action, Fantasy","After wandering through the desert for days, a bitter warrior named Munsu is lost and unable to continue. His life is unexpectedly saved by Mon-ryon, a young man who dreams of becoming a secret agent for Jushin, a once-great country that was recently destroyed. Mon-ryon's goal is to save his girlfriend, Chunhyan, a born fighter who is held captive by the evil Lord Byonand. Then, from out of nowhere, blood begins trickling from his chest. He has been fatally wounded by the Sarinjas, a cannibalistic breed of desert goblin. The quick-thinking Munsu convinces these beasts to spare his life, in exchange for the peaceful handover of Mon-ryon's appetizing corpse. Although skeptical of Mon-ryon's motives, Munsu sets out to continue the mission that the young idealist described. Accompanied by an army of ghost troops, unleashed using the powers of Angyo Onshi, Munsu liberates Chunhyan. After visiting her boyfriend's final resting place, she declares herself Munsu's bodyguard and, together, they set out on a mission to punish those who stripped Jushin of its original glory.   (Source: AniDB)","6,82",https://cdn.myanimelist.net/images/anime/6/23992.jpg
885,Tenshi no Tamago,"Avant Garde, Drama, Fantasy","The surrealist world of Tenshi no Tamago is desolate and devoid of the bustle of traditional everyday life. Instead, the world is filled with ominous phenomena, including floating orbs populated with statues of goddesses, gargantuan army tanks that seem to move unmanned, armies of fishermen who chase after the shadows of nonexistent fish, and caverns solely decorated with glass vessels of water.  In this run-down world, a young girl takes care of a large egg and scavenges for food and drink. She encounters a mysterious man with a cross over his shoulder, who soon becomes curious about who she is and what her egg contains. They decide to explore the lost and broken landscape together, questioning each other about the nature of faith, the purpose of the world, and the origins of their lives.  [Written by MAL Rewrite]","7,71",https://cdn.myanimelist.net/images/anime/11/63181.jpg
886,Amaenaide yo!! Katsu!!,"Comedy, Romance, Supernatural, Ecchi","In this sequel, a girl named Kazusano Kazuki joins up with the 6 girls and Ikko. With Kazuki around, Ikko will find himself in more embarrassing situations with these priestesses-in-training.  (Source: ANN)","6,62",https://cdn.myanimelist.net/images/anime/2/15153.jpg
887,Megami Kouhosei Special Curriculum,"Action, Sci-Fi","A retelling of the TV series from the point of view of one of the Goddess Pilots.  (Source: ANN)","6,22",https://cdn.myanimelist.net/images/anime/10/2609.jpg
888,Megami Kouhosei,"Action, Sci-Fi","In the future humankind has expanded and colonized other planets. Then an alien species, Victim, attacks the human colonies leaving only one planet, Zion. In an effort to stop Victim from destroying the last planet a training school, GOA, is set up to gather boys from the Zion colonies and train them to become pilots of the Ingrids AKA The Goddesses, five fighting robots that protect Zion. The boys must possess a rare blood type, EO, as well as a special ability, or EX. Zero (Candidate 88) has just arrived in GOA when he falls into the cockpit of the Ingrid Eeva-Leena. Since the synch between pilot and Ingrid are very sensitive everyone believes the Goddess will kill Zero in an attempt to synch. Just before Zero passes out he makes a full synch with the Goddess. Before he can find out more about the incident, his pilot training begins.  (Source: ANN)","6,32",https://cdn.myanimelist.net/images/anime/11/75472.jpg
889,Black Lagoon,Action,"Salaryman Rokurou Okajima spends his days trying to climb his company's corporate ladder, until one day when a business negotiation in Thailand goes awry. During the botched deal, he falls hostage to the Lagoon Company—a band of ruthless pirate mercenaries. Left to the whims of his captors after his managers refuse to pay his ransom, Rokurou does the unthinkable: instead of begging for his life, he joins the very crew who kidnapped him.  Now a member of the group, Rokurou must adjust to his new residence in the dissolute hellscape known as Roanapur, a city where corruption and crime run rampant, and even the smallest slipup could cost him his life. If not for one of the many crime syndicates on the island, Rokurou also constantly finds himself at odds with his brash, gunslinging colleague, Revy.   As Rokurou struggles to abandon his past—and with more than just the profits from the Lagoon Company's illegal trading on the line—he must quickly find the resolve to make tough decisions in high-stress situations while keeping his humanity intact.  [Written by MAL Rewrite]","8,03",https://cdn.myanimelist.net/images/anime/1906/121592.jpg
